# Time-averaged data for fix printcond
# TimeStep v_totalcondx v_totalcondy v_totalcondz
2514 0.00186995 -0.00116435 -0.00925911
2516 0.00178138 -0.00080631 -0.00896497
2518 0.00167457 -0.000469942 -0.0087021
2520 0.00155149 -0.000158976 -0.00847326
2522 0.00141427 0.000122159 -0.0082826
2524 0.00126356 0.000369511 -0.00813392
2526 0.00110117 0.000580757 -0.00802891
2528 0.000928072 0.00075663 -0.0079674
2530 0.000744973 0.000902019 -0.00794775
2532 0.000553395 0.00102613 -0.00796871
2534 0.000358328 0.00114234 -0.00803304
2536 0.000170106 0.00126767 -0.00813766
2538 1.31316e-05 0.00142173 -0.00826646
2540 -8.57854e-05 0.00161117 -0.00838795
2542 -0.00011198 0.00183055 -0.00847336
2544 -4.62991e-05 0.00208779 -0.00850137
2546 0.000112174 0.00238457 -0.00846316
2548 0.000339185 0.00271021 -0.00836503
2550 0.000600488 0.00304747 -0.00822298
2552 0.000858218 0.00337993 -0.00805871
2554 0.00108087 0.0036954 -0.00789416
2556 0.0012506 0.00398708 -0.0077472
2558 0.00136719 0.00425243 -0.00762794
2560 0.00144667 0.00449015 -0.00753738
2562 0.00151307 0.00469696 -0.00747461
2564 0.00159005 0.00486746 -0.00743535
2566 0.00169563 0.00499917 -0.00740905
2568 0.00184546 0.00509788 -0.00737431
2570 0.00204722 0.00517564 -0.00730529
2572 0.00230056 0.00524242 -0.00718342
2574 0.00259792 0.00530721 -0.00700246
2576 0.00293022 0.00538486 -0.006764
2578 0.00327437 0.00548482 -0.00647906
2580 0.00358412 0.00559927 -0.00616743
2582 0.00381369 0.00571836 -0.00584591
2584 0.00393759 0.00584398 -0.00551466
2586 0.00395093 0.0059895 -0.00515939
2588 0.00386342 0.00617309 -0.00476618
2590 0.00369158 0.00639749 -0.00433181
2592 0.00345431 0.00665044 -0.0038676
2594 0.00316946 0.00691478 -0.00339007
2596 0.00285159 0.00717762 -0.00291238
2598 0.00251263 0.00743255 -0.0024417
2600 0.0021632 0.00767807 -0.0019799
2602 0.00181409 0.00791779 -0.00152582
2604 0.00147629 0.00815388 -0.00107702
2606 0.00115848 0.0083842 -0.000626552
2608 0.000871788 0.00860683 -0.000176603
2610 0.00062675 0.00881478 0.00026378
2612 0.000432788 0.00899501 0.000676299
2614 0.000297868 0.00913039 0.00103493
2616 0.000228719 0.00920611 0.00131444
2618 0.000231925 0.00921778 0.00149959
2620 0.000314708 0.00917554 0.00159384
2622 0.000481972 0.00909906 0.00161433
2624 0.000726905 0.00900732 0.00158772
2626 0.00101683 0.00891288 0.00154408
2628 0.00131196 0.00882224 0.00151458
2630 0.00158266 0.00874232 0.0015229
2632 0.0018199 0.00868484 0.00158192
2634 0.00202886 0.00866354 0.00169409
2636 0.00221818 0.00869068 0.00185411
2638 0.00239298 0.00877009 0.00205261
2640 0.0025587 0.00889833 0.00228091
2642 0.00272288 0.00906599 0.00253294
2644 0.00288525 0.00926212 0.00279798
2646 0.00304918 0.00947545 0.00307086
2648 0.00321638 0.00969695 0.00334852
2650 0.00338648 0.00992024 0.00362986
2652 0.00355679 0.0101411 0.00391515
2654 0.00372244 0.0103566 0.00420518
2656 0.00387699 0.0105644 0.0045004
2658 0.00401332 0.0107611 0.00479975
2660 0.00412488 0.01094 0.00509901
2662 0.00420706 0.0110886 0.00538943
2664 0.00425793 0.0111881 0.00565767
2666 0.00427757 0.0112173 0.00588727
2668 0.00426533 0.0111612 0.00606745
2670 0.00421768 0.0110205 0.00619636
2672 0.00412872 0.0108116 0.00627981
2674 0.00399223 0.0105584 0.00632549
2676 0.00380177 0.0102838 0.00633807
2678 0.00355054 0.0100081 0.00631921
2680 0.00323593 0.00974676 0.0062705
2682 0.00286646 0.00950961 0.00619687
2684 0.00246477 0.00930039 0.00610741
2686 0.00205901 0.00911581 0.00601553
2688 0.00167854 0.00895083 0.00592949
2690 0.00134655 0.00879857 0.0058551
2692 0.00107344 0.00865229 0.00579339
2694 0.00085377 0.00850787 0.00573797
2696 0.000670194 0.00836338 0.00567597
2698 0.000507729 0.00821248 0.00559951
2700 0.000351537 0.00805051 0.00549896
2702 0.000191265 0.00787392 0.00536911
2704 2.01243e-05 0.00768133 0.0052102
2706 -0.00016606 0.00747406 0.00502799
2708 -0.000370576 0.00726086 0.0048343
2710 -0.000591688 0.00704418 0.00464079
2712 -0.000823455 0.00682749 0.00445967
2714 -0.00105356 0.00661812 0.00430266
2716 -0.00125735 0.00642963 0.00417879
2718 -0.00140383 0.00627914 0.00409413
2720 -0.00146672 0.00617602 0.00405349
2722 -0.00144174 0.00610858 0.00406447
2724 -0.00134712 0.00605076 0.00413561
2726 -0.00120296 0.00598278 0.00427245
2728 -0.00102139 0.00590821 0.00446033
2730 -0.000803007 0.00583797 0.00467726
2732 -0.0005477 0.00577757 0.00490304
2734 -0.000260257 0.00572602 0.00511833
2736 5.1317e-05 0.00567361 0.00530875
2738 0.000377431 0.00561191 0.00546796
2740 0.000706797 0.00553407 0.00559285
2742 0.00102832 0.00543478 0.00568192
2744 0.00133122 0.00531081 0.00573409
2746 0.00160531 0.00516188 0.00574729
2748 0.00184153 0.00499163 0.0057178
2750 0.00203255 0.00480731 0.00564016
2752 0.00217328 0.00461807 0.00550806
2754 0.00226151 0.00443323 0.00531361
2756 0.00229968 0.0042567 0.00503711
2758 0.0022968 0.00407334 0.00462151
2760 0.00226813 0.003834 0.00396651
2762 0.00222833 0.00349262 0.00305077
2764 0.00218583 0.00307756 0.00204643
2766 0.00214243 0.00267805 0.00119315
2768 0.0020982 0.00234913 0.000584329
2770 0.00205688 0.00207003 0.000142648
2772 0.00202074 0.0018101 -0.000215809
2774 0.00198661 0.0015613 -0.000522487
2776 0.00195077 0.00132481 -0.000785498
2778 0.00191456 0.0010985 -0.00100826
2780 0.00187995 0.000879511 -0.00119722
2782 0.00184909 0.000665729 -0.00135857
2784 0.00182323 0.000458627 -0.00149815
2786 0.00180185 0.0002646 -0.00162627
2788 0.00178342 9.23705e-05 -0.00176647
2790 0.00177052 -5.62824e-05 -0.00196696
2792 0.00177592 -0.000194864 -0.00229444
2794 0.00180857 -0.000328304 -0.0027734
2796 0.00184858 -0.000416468 -0.00331837
2798 0.00186715 -0.000406546 -0.00379143
2800 0.00186415 -0.000294317 -0.0041153
2802 0.00186398 -0.000125759 -0.00429843
2804 0.00189368 4.44156e-05 -0.00436191
2806 0.00196943 0.000181043 -0.00429925
2808 0.00208947 0.000273489 -0.00411339
2810 0.00223342 0.000331333 -0.00384114
2812 0.00237843 0.000369736 -0.00352943
2814 0.00251089 0.00039938 -0.00321094
2816 0.00262614 0.000426093 -0.00290176
2818 0.00272393 0.000453521 -0.00260887
2820 0.00280561 0.000484738 -0.00233509
2822 0.00287308 0.000522508 -0.00208112
2824 0.00292908 0.000568522 -0.00184653
2826 0.00297713 0.000622665 -0.00163005
2828 0.00302142 0.000682709 -0.00143025
2830 0.003067 0.000745617 -0.00124601
2832 0.00311349 0.000807824 -0.00107687
2834 0.00316075 0.000869415 -0.000921956
2836 0.00320672 0.000933625 -0.000780319
2838 0.00324786 0.00100582 -0.000650034
2840 0.00328103 0.00109189 -0.000527559
2842 0.00330445 0.00119603 -0.000408312
2844 0.00331783 0.00131971 -0.000288609
2846 0.00332233 0.00146187 -0.000166787
2848 0.00331892 0.00161816 -3.78141e-05
2850 0.00331027 0.00178237 0.00010086
2852 0.00329919 0.00194646 0.000250672
2854 0.00328713 0.00210208 0.000411178
2856 0.00327343 0.00224196 0.000579839
2858 0.00325604 0.00235988 0.000752232
2860 0.00323341 0.00244902 0.000922378
2862 0.00320567 0.00250002 0.00108291
2864 0.00317554 0.00249989 0.00122587
2866 0.00314804 0.0024339 0.00134401
2868 0.00312951 0.0022904 0.00143211
2870 0.00312554 0.00206624 0.00148839
2872 0.00313906 0.0017683 0.00151464
2874 0.00316994 0.00140988 0.00151548
2876 0.00321564 0.0010068 0.0014973
2878 0.00327309 0.000574219 0.0014672
2880 0.00333989 0.000125244 0.0014329
2882 0.00341702 -0.00032975 0.00140306
2884 0.00350876 -0.000781271 0.00138817
2886 0.00362163 -0.00122013 0.00139976
2888 0.00376201 -0.00163774 0.00144712
2890 0.00393327 -0.00202798 0.00153232
2892 0.00413361 -0.00238464 0.00165119
2894 0.00435451 -0.00270276 0.0017922
2896 0.00458182 -0.00297741 0.00194023
2898 0.00480073 -0.00320389 0.00207889
2900 0.00499891 -0.00338221 0.00219059
2902 0.00516873 -0.00352216 0.00225704
2904 0.00530893 -0.00364305 0.00226075
2906 0.00542441 -0.00376646 0.00218884
2908 0.00552442 -0.00390903 0.00203626
2910 0.00562011 -0.00407999 0.00180763
2912 0.0057199 -0.00428209 0.00151592
2914 0.00582647 -0.00451333 0.00117956
2916 0.0059374 -0.00476869 0.000818438
2918 0.00604655 -0.00504192 0.000450457
2920 0.00614628 -0.00532724 8.9905e-05
2922 0.00622876 -0.00561993 -0.000252136
2924 0.00628692 -0.0059154 -0.000565703
2926 0.00631572 -0.00620589 -0.000840171
2928 0.00631302 -0.0064799 -0.00106553
2930 0.00628062 -0.00672921 -0.00123557
2932 0.00622118 -0.0069527 -0.00135108
2934 0.00613827 -0.00715335 -0.0014183
2936 0.00602943 -0.00733445 -0.00144878
2938 0.00589023 -0.007499 -0.00145557
2940 0.00571496 -0.00764807 -0.0014503
2942 0.00549716 -0.0077801 -0.00144077
2944 0.00523162 -0.00789074 -0.00142814
2946 0.00491469 -0.00797379 -0.00140497
2948 0.00454162 -0.00802202 -0.00135365
2950 0.00411096 -0.00801974 -0.00124917
2952 0.00362922 -0.00796346 -0.00107292
2954 0.00311137 -0.00785953 -0.000818179
2956 0.00257709 -0.00772138 -0.000489679
2958 0.0020444 -0.00756354 -9.87268e-05
2960 0.00152829 -0.00739731 0.000342754
2962 0.00103768 -0.00723164 0.000819851
2964 0.000579981 -0.0070728 0.00131992
2966 0.000160793 -0.00692702 0.00183217
2968 -0.00021175 -0.00679819 0.00234807
2970 -0.000532711 -0.0066895 0.00286302
2972 -0.000800448 -0.00660164 0.00337695
2974 -0.00101842 -0.00653219 0.00389393
2976 -0.00119453 -0.00647664 0.00441966
2978 -0.00133916 -0.00642718 0.0049574
2980 -0.00146756 -0.00637381 0.00550123
2982 -0.00159823 -0.00630927 0.00603232
2984 -0.00174518 -0.0062288 0.00653234
2986 -0.00191528 -0.00612876 0.00699343
2988 -0.00211059 -0.00600853 0.00741437
2990 -0.00232791 -0.0058708 0.00779764
2992 -0.00255948 -0.00572225 0.00814491
2994 -0.00279038 -0.00557257 0.0084552
2996 -0.00300205 -0.00543379 0.00872318
2998 -0.00318345 -0.00532178 0.00893701
3000 -0.00332333 -0.00525222 0.00908572
3002 -0.00340529 -0.00523463 0.00916385
3004 -0.00342102 -0.00527327 0.00916993
3006 -0.00337024 -0.00536488 0.00910834
3008 -0.00325775 -0.00549683 0.00898921
3010 -0.00309034 -0.00565035 0.00882344
3012 -0.00287392 -0.00580464 0.0086195
3014 -0.00261313 -0.00594071 0.00838236
3016 -0.0023138 -0.00604379 0.00811344
3018 -0.00198641 -0.00610516 0.00781077
3020 -0.00164957 -0.00612372 0.00747036
3022 -0.00132688 -0.00610605 0.00708704
3024 -0.001041 -0.0060629 0.00665921
3026 -0.000808136 -0.00600387 0.00619411
3028 -0.000636808 -0.00593484 0.00570901
3030 -0.000530112 -0.00585804 0.00522686
3032 -0.000486578 -0.00577453 0.00476949
3034 -0.000501375 -0.00568514 0.00435146
3036 -0.000562348 -0.00559148 0.00398011
3038 -0.000653513 -0.00549471 0.00365797
3040 -0.000758883 -0.0053964 0.00338538
3042 -0.000866281 -0.00529807 0.00316102
3044 -0.000968419 -0.0052019 0.00298226
3046 -0.00105905 -0.00510985 0.0028451
3048 -0.00113265 -0.00502428 0.00274525
3050 -0.00118797 -0.00494777 0.00267831
3052 -0.00122833 -0.00488501 0.00263663
3054 -0.00125956 -0.00484176 0.00261094
3056 -0.0012881 -0.00482247 0.0025925
3058 -0.00131889 -0.0048277 0.00257559
3060 -0.0013545 -0.00485254 0.00255743
3062 -0.0013946 -0.00488746 0.00253862
3064 -0.00143519 -0.00492044 0.00252295
3066 -0.0014691 -0.00493989 0.00251477
3068 -0.00148777 -0.00493573 0.00251783
3070 -0.00148375 -0.00490027 0.00253708
3072 -0.00145081 -0.00483026 0.00258055
3074 -0.00138616 -0.00472913 0.00266
3076 -0.00129047 -0.00460575 0.00278823
3078 -0.00116609 -0.00447074 0.00297454
3080 -0.00101672 -0.00433242 0.0032202
3082 -0.000847874 -0.00419527 0.00351768
3084 -0.000664497 -0.00406019 0.00385395
3086 -0.000473633 -0.00392776 0.00421395
3088 -0.000282343 -0.00380035 0.0045841
3090 -9.68597e-05 -0.00368365 0.00495449
3092 7.74339e-05 -0.0035849 0.00531872
3094 0.000235491 -0.00350852 0.00567297
3096 0.000367611 -0.00345307 0.0060097
3098 0.000466758 -0.00340898 0.00631872
3100 0.000525441 -0.00335999 0.0065949
3102 0.000536708 -0.00328522 0.00683637
3104 0.000494017 -0.00316451 0.00704751
3106 0.000395835 -0.00298612 0.00723674
3108 0.00024847 -0.00275313 0.00741698
3110 6.6707e-05 -0.00248354 0.00760765
3112 -0.000128086 -0.00220203 0.00783053
3114 -0.000312152 -0.00192896 0.00809669
3116 -0.000463315 -0.00167587 0.00839733
3118 -0.00056465 -0.00144806 0.00870655
3120 -0.000607629 -0.00124897 0.00899128
3122 -0.000593183 -0.00108161 0.00922241
3124 -0.000530549 -0.000946746 0.00938411
3126 -0.000434885 -0.000841066 0.00947599
3128 -0.000323392 -0.000757594 0.00950767
3130 -0.000211068 -0.00068831 0.00949163
3132 -0.00010747 -0.000626913 0.00944044
3134 -1.62133e-05 -0.000569852 0.00936743
3136 6.37402e-05 -0.000516097 0.00928674
3138 0.000137171 -0.000466177 0.00921112
3140 0.000212067 -0.000421877 0.00914931
3142 0.000298931 -0.000386317 0.0091063
3144 0.00040831 -0.000363134 0.00908273
3146 0.000547163 -0.000354757 0.00907801
3148 0.000716548 -0.000360245 0.00909124
3150 0.000914046 -0.000373876 0.00912226
3152 0.00114262 -0.00038701 0.00916967
3154 0.00141911 -0.000394192 0.00922702
3156 0.00176901 -0.0003953 0.00928498
3158 0.00220366 -0.000384316 0.00934064
3160 0.00270949 -0.000346733 0.00940288
3162 0.00325476 -0.000271089 0.00947886
3164 0.00380693 -0.000167793 0.00956379
3166 0.00433908 -6.4766e-05 0.00964407
3168 0.00482859 1.25307e-05 0.00970708
3170 0.00526075 5.16651e-05 0.00974614
3172 0.00563241 5.26725e-05 0.00976237
3174 0.00595056 2.38277e-05 0.00976436
3176 0.00622694 -2.30429e-05 0.00976561
3178 0.00647309 -7.65268e-05 0.0097799
3180 0.00669686 -0.000129195 0.00981631
3182 0.00689621 -0.00018098 0.00987528
3184 0.00705794 -0.000243542 0.00994844
3186 0.0071526 -0.000337127 0.0100227
3188 0.00716087 -0.000475767 0.0100886
3190 0.00710699 -0.00064932 0.0101437
3192 0.00704505 -0.000839412 0.0101907
3194 0.00701304 -0.00103563 0.0102285
3196 0.00702149 -0.00123957 0.010253
3198 0.00707304 -0.0014554 0.0102614
3200 0.00717929 -0.00168014 0.0102565
3202 0.00735578 -0.00190194 0.0102457
3204 0.0075933 -0.00211044 0.0102357
3206 0.00784302 -0.00230517 0.0102281
3208 0.00804771 -0.00248897 0.0102217
3210 0.00817153 -0.00265789 0.0102166
3212 0.00820195 -0.00279391 0.0102134
3214 0.00814288 -0.00288676 0.0102157
3216 0.00800591 -0.0029306 0.0102321
3218 0.00780417 -0.0029325 0.0102774
3220 0.00754922 -0.00289761 0.0103641
3222 0.00724689 -0.00283331 0.0104989
3224 0.00689569 -0.00274933 0.0106777
3226 0.0064944 -0.00265663 0.0108912
3228 0.00605137 -0.00256255 0.0111254
3230 0.00558447 -0.00246876 0.0113667
3232 0.00511668 -0.00237429 0.0116001
3234 0.00467049 -0.00227843 0.0118107
3236 0.00426398 -0.00218217 0.0119877
3238 0.00390852 -0.00208337 0.0121254
3240 0.00360685 -0.00198259 0.012231
3242 0.00335483 -0.00188126 0.012318
3244 0.00314004 -0.001781 0.0124
3246 0.0029455 -0.00168222 0.0124853
3248 0.00275395 -0.00158296 0.0125757
3250 0.00255017 -0.00147811 0.0126675
3252 0.00232104 -0.00136304 0.0127571
3254 0.002061 -0.00123396 0.0128429
3256 0.0017642 -0.00108765 0.0129242
3258 0.00142955 -0.000923681 0.0130012
3260 0.00106512 -0.000746201 0.0130788
3262 0.000687492 -0.000563796 0.013163
3264 0.00032096 -0.000388593 0.01326
3266 -3.0842e-06 -0.000233619 0.0133723
3268 -0.000254943 -0.00011013 0.0134963
3270 -0.000418482 -2.16107e-05 0.0136172
3272 -0.00049914 3.19735e-05 0.01372
3274 -0.000520313 5.05996e-05 0.013802
3276 -0.00051255 3.49288e-05 0.0138758
3278 -0.000500905 -1.00429e-05 0.0139576
3280 -0.000494612 -7.32054e-05 0.0140531
3282 -0.000497599 -0.000132415 0.0141535
3284 -0.000513719 -0.000150192 0.0142348
3286 -0.000545261 -6.7965e-05 0.0142646
3288 -0.000595708 0.000166758 0.0142154
3290 -0.000670664 0.000553424 0.0140868
3292 -0.000776696 0.00104314 0.0139026
3294 -0.000916652 0.00158481 0.0136892
3296 -0.00109619 0.00214124 0.0134678
3298 -0.00131917 0.00267032 0.0132624
3300 -0.00158755 0.00310937 0.0131042
3302 -0.00190102 0.00340284 0.0130182
3304 -0.00225532 0.00356098 0.0129998
3306 -0.00264257 0.00364818 0.0130219
3308 -0.00305269 0.00372101 0.0130585
3310 -0.00347919 0.00380723 0.0130889
3312 -0.00390947 0.00391456 0.0130869
3314 -0.00432682 0.00404389 0.0130176
3316 -0.00471358 0.00418785 0.0128602
3318 -0.0050544 0.00432195 0.0126362
3320 -0.00533729 0.00441186 0.0123965
3322 -0.0055541 0.00443977 0.0121814
3324 -0.00570019 0.0044155 0.0120036
3326 -0.00577391 0.00435858 0.0118642
3328 -0.00577731 0.00428253 0.0117636
3330 -0.00571795 0.00419565 0.0117029
3332 -0.00560921 0.00410586 0.0116822
3334 -0.00546687 0.00402471 0.0117036
3336 -0.00530868 0.0039639 0.0117686
3338 -0.00515097 0.0039333 0.0118777
3340 -0.00500749 0.00393975 0.0120303
3342 -0.00488788 0.00398798 0.0122243
3344 -0.00479712 0.00408112 0.0124559
3346 -0.00474163 0.00421391 0.0127175
3348 -0.00472466 0.00438007 0.0130007
3350 -0.00474231 0.00457873 0.0132979
3352 -0.004791 0.00480686 0.0136
3354 -0.0048696 0.00505882 0.0138927
3356 -0.00497321 0.00532181 0.0141573
3358 -0.00509322 0.00557359 0.0143568
3360 -0.00522204 0.00578875 0.0144241
3362 -0.00535765 0.00595395 0.0142984
3364 -0.00549152 0.00607291 0.0140168
3366 -0.00560174 0.00615575 0.0136951
3368 -0.00566285 0.00620599 0.0134171
3370 -0.00566484 0.00622515 0.0131725
3372 -0.00560647 0.00621336 0.0129196
3374 -0.00548163 0.00616812 0.0126398
3376 -0.00528783 0.00608815 0.0123405
3378 -0.00503496 0.00598221 0.0120457
3380 -0.00474122 0.00586729 0.0117845
3382 -0.00442347 0.00575793 0.0115798
3384 -0.00409178 0.00566271 0.011444
3386 -0.00374753 0.00558338 0.0113783
3388 -0.00338504 0.0055157 0.0113736
3390 -0.00299493 0.00545073 0.011413
3392 -0.00256802 0.00537673 0.0114735
3394 -0.00209807 0.00528068 0.0115288
3396 -0.00158332 0.00515038 0.0115516
3398 -0.00102742 0.00497562 0.0115152
3400 -0.00044194 0.00475171 0.0113976
3402 0.00014962 0.00448167 0.0111878
3404 0.000712626 0.00417539 0.0108921
3406 0.00121415 0.00384787 0.0105313
3408 0.00163766 0.00351284 0.0101293
3410 0.00198687 0.00318003 0.00970836
3412 0.00227306 0.00285291 0.00929403
3414 0.00250278 0.00252645 0.00892595
3416 0.00268012 0.00218077 0.00866358
3418 0.00282163 0.00181925 0.00851255
3420 0.00295072 0.0014605 0.00845701
3422 0.00308075 0.00110394 0.00851292
3424 0.00321985 0.000750267 0.00866492
3426 0.00336918 0.00040138 0.00888435
3428 0.00352533 5.73642e-05 0.00914186
3430 0.00368484 -0.000281571 0.00941177
3432 0.00384476 -0.000613169 0.00967105
3434 0.00400307 -0.00093172 0.00989897
3436 0.00415802 -0.00122603 0.0100795
3438 0.00430546 -0.00147966 0.0102059
3440 0.00443716 -0.00167725 0.0102841
3442 0.00454137 -0.00181338 0.0103299
3444 0.00461142 -0.00189033 0.0103537
3446 0.00465426 -0.00190933 0.0103504
3448 0.00466629 -0.00187684 0.0103247
3450 0.00463811 -0.00180755 0.0102936
3452 0.00456695 -0.00171483 0.0102695
3454 0.0044539 -0.00161041 0.0102587
3456 0.0043051 -0.00150451 0.0102642
3458 0.00413015 -0.00140542 0.0102877
3460 0.00394064 -0.00132038 0.0103271
3462 0.0037493 -0.00125536 0.0103762
3464 0.00356986 -0.00121642 0.0104235
3466 0.00341626 -0.00121214 0.0104519
3468 0.00330019 -0.00125423 0.0104393
3470 0.00322824 -0.00135235 0.0103632
3472 0.00319472 -0.00150332 0.0102124
3474 0.00318547 -0.00168928 0.00998955
3476 0.00318072 -0.0018913 0.00970237
3478 0.00316786 -0.00209072 0.00935735
3480 0.00313347 -0.00228137 0.00896142
3482 0.00306657 -0.0024637 0.00852194
3484 0.00296151 -0.00264251 0.00804388
3486 0.00282608 -0.00282301 0.00753686
3488 0.0026727 -0.00300571 0.00701526
3490 0.00250342 -0.00319211 0.00648463
3492 0.00231615 -0.00338475 0.00594855
3494 0.00210739 -0.00358235 0.00541609
3496 0.00187047 -0.00377592 0.00490635
3498 0.00159513 -0.00394755 0.00444371
3500 0.00127181 -0.00407653 0.00405003
3502 0.000898196 -0.00414796 0.00373385
3504 0.000478849 -0.00415585 0.00348644
3506 1.91906e-05 -0.00409797 0.0032886
3508 -0.000477167 -0.00397145 0.00312123
3510 -0.00100573 -0.00377129 0.00297291
3512 -0.0015564 -0.00349345 0.00284096
3514 -0.002104 -0.00313459 0.00273271
3516 -0.00261015 -0.00270312 0.00265664
3518 -0.00303484 -0.00222684 0.00261647
3520 -0.00335486 -0.00174518 0.00260558
3522 -0.00356851 -0.00129942 0.0026075
3524 -0.00368881 -0.00093322 0.00260145
3526 -0.00373423 -0.000690065 0.00257268
3528 -0.00372469 -0.000601052 0.00252147
3530 -0.0036808 -0.000677778 0.00245964
3532 -0.00362453 -0.00090976 0.00239623
3534 -0.00357855 -0.00126567 0.0023311
3536 -0.00356168 -0.00170305 0.00226084
3538 -0.00358588 -0.00217814 0.00218549
3540 -0.00365707 -0.00265136 0.00210863
3542 -0.00377754 -0.00309104 0.00203348
3544 -0.00394758 -0.00347449 0.00195958
3546 -0.00416508 -0.00378731 0.00188254
3548 -0.00442377 -0.00402205 0.00179603
3550 -0.00471178 -0.0041784 0.00169419
3552 -0.00501123 -0.00426351 0.0015737
3554 -0.00529991 -0.00429086 0.00143444
3556 -0.0055542 -0.00427843 0.00128059
3558 -0.00575218 -0.00424629 0.00112166
3560 -0.00587325 -0.0042117 0.000975019
3562 -0.00589885 -0.00418526 0.000864577
3564 -0.00581985 -0.00417586 0.000809213
3566 -0.00563712 -0.00420185 0.000806315
3568 -0.00535719 -0.00428876 0.000831981
3570 -0.00499346 -0.00445263 0.000860027
3572 -0.0045675 -0.00469096 0.000876721
3574 -0.00410849 -0.00498346 0.000880667
3576 -0.003647 -0.00530772 0.000871294
3578 -0.0032083 -0.00564708 0.000844475
3580 -0.00281355 -0.00598609 0.000796348
3582 -0.0024744 -0.00631225 0.000727135
3584 -0.00219292 -0.0066072 0.00064226
3586 -0.0019639 -0.00684797 0.000555821
3588 -0.00177744 -0.00700709 0.000487379
3590 -0.0016199 -0.0070591 0.000459794
3592 -0.00147918 -0.00698961 0.000492489
3594 -0.00135034 -0.00679793 0.000598037
3596 -0.00123434 -0.00649533 0.000782601
3598 -0.00112698 -0.00610769 0.00104625
3600 -0.00100569 -0.00566983 0.00139153
3602 -0.00083155 -0.00520783 0.00183443
3604 -0.000569083 -0.00473592 0.00239039
3606 -0.000201591 -0.00427179 0.00305558
3608 0.000269712 -0.0038408 0.00380651
3610 0.000832223 -0.00346154 0.00461512
3612 0.00146681 -0.00314129 0.00545873
3614 0.00214639 -0.00288076 0.00631754
3616 0.00283434 -0.00268477 0.00716366
3618 0.00348608 -0.00256465 0.00795669
3620 0.0040636 -0.00251909 0.00866375
3622 0.00455229 -0.0025063 0.00929102
3624 0.00494713 -0.00245408 0.00986952
3626 0.00523311 -0.0022982 0.0104187
3628 0.00539594 -0.00200938 0.0109431
3630 0.00543685 -0.00159686 0.0114465
3632 0.00536404 -0.00108829 0.0119395
3634 0.00518829 -0.000522182 0.0124305
3636 0.00494224 3.96897e-05 0.0129154
3638 0.00467245 0.000536716 0.0133933
3640 0.00442018 0.000932888 0.0138708
3642 0.00420575 0.0012207 0.0143484
3644 0.00402143 0.00141494 0.0148075
3646 0.00384429 0.00153405 0.0152149
3648 0.00365534 0.00158713 0.0155369
3650 0.00344707 0.00157812 0.0157511
3652 0.00322333 0.00151365 0.0158526
3654 0.00299815 0.00140279 0.0158497
3656 0.00279224 0.00125253 0.0157573
3658 0.00262682 0.00106615 0.0155911
3660 0.00251487 0.000846876 0.0153658
3662 0.00245778 0.000601985 0.0150965
3664 0.00244503 0.00034273 0.0147898
3666 0.00246709 8.33805e-05 0.0144508
3668 0.00252008 -0.000163378 0.0140816
3670 0.0026038 -0.000389431 0.0136803
3672 0.0027154 -0.000591417 0.0132447
3674 0.00284454 -0.000765819 0.0127791
3676 0.0029724 -0.000907173 0.0122967
3678 0.0030761 -0.00101674 0.0118071
3680 0.00313902 -0.00110479 0.0113124
3682 0.00315883 -0.00118367 0.0108135
3684 0.00314838 -0.00126552 0.0103191
3686 0.00312245 -0.00136074 0.00983757
3688 0.00308807 -0.00148297 0.0093716
3690 0.00303962 -0.00165162 0.00891466
3692 0.00296645 -0.00187997 0.00846103
3694 0.00285791 -0.00216801 0.00800769
3696 0.00271206 -0.00249864 0.00755859
3698 0.00253433 -0.00284896 0.00712327
3700 0.00233495 -0.00320043 0.00670929
3702 0.00212977 -0.00354259 0.00632503
3704 0.0019406 -0.00387307 0.005978
3706 0.00179099 -0.00419679 0.00567253
3708 0.00169695 -0.00452604 0.00540514
3710 0.00165871 -0.00487967 0.00516131
3712 0.00166334 -0.0052702 0.00492771
3714 0.00169567 -0.00567539 0.00471905
3716 0.00174406 -0.00603386 0.00457807
3718 0.00179984 -0.00628559 0.00453872
3720 0.00184958 -0.00641566 0.00459294
3722 0.00188078 -0.00644713 0.00470672
3724 0.00188423 -0.00640702 0.0048503
3726 0.0018542 -0.00630939 0.00500916
3728 0.00179088 -0.00615998 0.00518178
3730 0.00170015 -0.00596453 0.00536568
3732 0.00159397 -0.00573255 0.00555662
3734 0.00148646 -0.00547649 0.00574792
3736 0.00138987 -0.00520925 0.00593092
3738 0.00131266 -0.00494216 0.00609632
3740 0.00125857 -0.00468468 0.00623463
3742 0.001227 -0.00444424 0.00633742
3744 0.00121705 -0.00422426 0.00640045
3746 0.00122401 -0.00403127 0.00641914
3748 0.00124107 -0.00387446 0.00638414
3750 0.00126184 -0.00376514 0.00628871
3752 0.00128027 -0.00371308 0.00613031
3754 0.00129082 -0.00372289 0.00591343
3756 0.00128829 -0.0037932 0.00564712
3758 0.00127084 -0.00391934 0.00534531
3760 0.00123926 -0.00409642 0.00501835
3762 0.00119703 -0.00431999 0.00467222
3764 0.00115022 -0.00458478 0.00431066
3766 0.00110696 -0.00488264 0.00393795
3768 0.00107674 -0.00520187 0.00355995
3770 0.00106928 -0.00552851 0.00318354
3772 0.00109488 -0.00584745 0.00281638
