Box size: max: 28.496098 min: 3.5039283 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Conductivity
1778      0.889          -1.8796387521105365e-05    0.002836198631614722    1.672953841975065
1780      0.89          -1.8675286224884258e-05    0.002817462794741728    1.6619023627415923
1782      0.891          -1.8544026802624635e-05    0.002798853138227973    1.6509253119753002
1784      0.892          -1.8402994462269485e-05    0.0027803796275955263    1.6400285679169604
1786      0.893          -1.8253018451329155e-05    0.002762051621138727    1.629217650629341
1788      0.894          -1.8095349064775093e-05    0.0027438774373806747    1.6184974668580498
1790      0.895          -1.7931650752043877e-05    0.002725863937472265    1.607872063706355
1792      0.896          -1.7763971959708955e-05    0.0027080161261163888    1.5973443932372173
1794      0.897          -1.7594562868477963e-05    0.002690336858702295    1.5869161397242133
1796      0.898          -1.7425450711368113e-05    0.002672826851912372    1.5765877259080296
1798      0.899          -1.7258103434965203e-05    0.002655485074839205    1.566358543699902
1800      0.9          -1.709344402201155e-05    0.0026383093011107172    1.5562272798569288
1802      0.901          -1.693206528752836e-05    0.002621296546455947    1.546192174083652
1804      0.902          -1.677440221501703e-05    0.0026044433127046743    1.5362511629571345
1806      0.903          -1.66206883660751e-05    0.0025877457674141286    1.5264019858811735
1808      0.904          -1.6470834068098398e-05    0.002571200006197042    1.5166423398225448
1810      0.905          -1.6324446523374108e-05    0.002554802365901306    1.50697006404246
1812      0.906          -1.618099654594397e-05    0.002538549644366646    1.4973832697217533
1814      0.907          -1.603992579054767e-05    0.0025224391831984005    1.4878803887856384
1816      0.908          -1.5900645476785313e-05    0.002506468897564734    1.4784601914798277
1818      0.909          -1.576249631234805e-05    0.002490637326670167    1.469121816142735
1820      0.91          -1.5624748711914886e-05    0.002474943704158036    1.459864810732917
1822      0.911          -1.5486608082167922e-05    0.0024593880257609948    1.450689172733246
1824      0.912          -1.5347184846933174e-05    0.0024439711292964447    1.4415953963368389
1826      0.913          -1.5205540267592241e-05    0.002428694766739181    1.4325845149596665
1828      0.914          -1.5060686004685776e-05    0.002413561653603043    1.4236581303687073
1830      0.915          -1.4911624118266967e-05    0.0023985754985415657    1.4148184301421196
1832      0.916          -1.4757393742935725e-05    0.002383740989610965    1.4060681795663574
1834      0.917          -1.4597109082605356e-05    0.0023690637381981947    1.3974106885616995
1836      0.918          -1.4430001542633582e-05    0.002354550182885575    1.3888497549760497
1838      0.919          -1.4255483077998446e-05    0.002340207440575259    1.3803895767695462
1840      0.92          -1.407322747582615e-05    0.0023260430852983464    1.3720346215433956
1842      0.921          -1.3883204091539242e-05    0.0023120648695146642    1.3637894621463778
1844      0.922          -1.3685616464322117e-05    0.0022982804592367335    1.355658620435656
1846      0.923          -1.3480851437675125e-05    0.002284697225285735    1.3476464441474842
1848      0.924          -1.3269399148344876e-05    0.002271322099992725    1.3397570223713022
1850      0.925          -1.305173426271766e-05    0.0022581615332871938    1.3319941596482308
1852      0.926          -1.2828199482951242e-05    0.0022452215664143585    1.3243614194537914
1854      0.927          -1.2598922246482621e-05    0.0022325080055496417    1.3168622266057564
1856      0.928          -1.2363839896185986e-05    0.002220026624478306    1.3094999868163104
1858      0.929          -1.2122813969134943e-05    0.0022077832975456457    1.3022781651137558
1860      0.93          -1.187578766868142e-05    0.0021957839967267374    1.295200284114082
1862      0.931          -1.1622928432770752e-05    0.002184034638676011    1.2882698338019638
1864      0.932          -1.136474151945879e-05    0.0021725408036998963    1.2814901057645904
1866      0.933          -1.110206484244118e-05    0.0021613074005189465    1.2748639954489933
1868      0.934          -1.0835967022166672e-05    0.002150338384586642    1.2683938360101998
1870      0.935          -1.0567588016712755e-05    0.0021396366070672024    1.262081309229621
1872      0.936          -1.0297995590377207e-05    0.0021292038152636583    1.2559274457675518
1874      0.937          -1.0028135471433186e-05    0.0021190407497327524    1.2499326824471515
1876      0.938          -9.758947110514468e-06    0.002109147208441779    1.2440969000978561
1878      0.939          -9.491580830190974e-06    0.0020995219444714264    1.2384193632146028
1880      0.94          -9.227279338238692e-06    0.0020901625143872112    1.2328986305185397
1882      0.941          -8.966873868637881e-06    0.0020810654377837728    1.2275326490654708
1884      0.942          -8.710558638313418e-06    0.0020722267215302972    1.2223190634760999
1886      0.943          -8.458289537451998e-06    0.0020636422974424154    1.2172554741002075
1888      0.944          -8.210249975528439e-06    0.0020553080276859243    1.2123394402040766
1890      0.945          -7.966748256862452e-06    0.002047219528569728    1.2075683760333882
1892      0.946          -7.727918805270728e-06    0.0020393721950386625    1.2029395652605046
1894      0.947          -7.4935023611923975e-06    0.0020317614844554306    1.1984503283754528
1896      0.948          -7.262767409505503e-06    0.0020243833495700815    1.1940982780763425
1898      0.949          -7.034527627678164e-06    0.0020172347020514896    1.1898815926870174
1900      0.95          -6.807249711996054e-06    0.0020103138133816525    1.1857992526276775
1902      0.951          -6.579237737494472e-06    0.002003620569656907    1.1818511907113605
1904      0.952          -6.348782539699981e-06    0.00199715655951831    1.1780383440103608
1906      0.953          -6.114268237345363e-06    0.001990925034129787    1.1743626302490298
1908      0.954          -5.874348286091594e-06    0.00198493072586807    1.1708268408566227
1910      0.955          -5.628106196955198e-06    0.0019791794986265456    1.1674344346963035
1912      0.956          -5.37507852521046e-06    0.001973677906265462    1.1641892776135587
1914      0.957          -5.115132392336463e-06    0.001968432800806689    1.16109541132683
1916      0.958          -4.848337038696639e-06    0.001963451066091172    1.1581568963232882
1918      0.959          -4.574877985168847e-06    0.00195873945857924    1.1553777179536553
1920      0.96          -4.295040024193305e-06    0.00195430449957456    1.1527617228596667
1922      0.961          -4.0091365422506354e-06    0.001950152411291338    1.1503125812628099
1924      0.962          -3.717367683075875e-06    0.001946289159178675    1.148033811929677
1926      0.963          -3.419794197329283e-06    0.001942720578238473    1.1459288566815633
1928      0.964          -3.1164945802853772e-06    0.0019394524338496658    1.1440011162721153
1930      0.965          -2.807749943153924e-06    0.0019364903115879455    1.1422538853966377
1932      0.966          -2.4941294757441174e-06    0.0019338393718784964    1.140690207972098
1934      0.967          -2.1765004345031434e-06    0.0019315040569233728    1.1393127042659588
1936      0.968          -1.8559581630238131e-06    0.00192948782762461    1.1381234157182285
1938      0.969          -1.5336573671550395e-06    0.001927793019859519    1.137123720164323
1940      0.97          -1.2106239331582874e-06    0.0019264208792093632    1.136314352320047
1942      0.971          -8.876789549732704e-07    0.001925371727765298    1.135695502173376
1944      0.972          -5.654853215629637e-07    0.0019246451456270287    1.1352669220428526
1946      0.973          -2.446975374114077e-07    0.001924240054197543    1.1350279757096322
1948      0.974          7.396883690480288e-08    0.0019241546898472895    1.1349776228830943
1950      0.975          3.897511986208056e-07    0.0019243865498650512    1.135114387319545
1952      0.976          7.01906453043828e-07    0.0019249323786908832    1.1354363487016066
1954      0.977          1.0098135049810707e-06    0.0019257882386698958    1.1359411843728893
1956      0.978          1.3131021671908783e-06    0.001926949696505982    1.1366262793191717
1958      0.979          1.611708914006779e-06    0.0019284121020465804    1.1374888906117655
1960      0.98          1.9058158526017258e-06    0.0019301708644298846    1.138526310295095
1962      0.981          2.195740960035878e-06    0.001932221642836204    1.1397359779028742
1964      0.982          2.48183611092065e-06    0.0019345604313716815    1.1411155305274259
1966      0.983          2.764407978312596e-06    0.0019371835534162983    1.1426627994858107
1968      0.984          3.0436536683572317e-06    0.0019400875842396333    1.1443757646741293
1970      0.985          3.3196047965626683e-06    0.0019432692134720934    1.1462524734451063
1972      0.986          3.592072749120002e-06    0.0019467250522449348    1.1482909268481318
1974      0.987          3.860646507516937e-06    0.0019504514118732531    1.1504889490836996
1976      0.988          4.1247371192465376e-06    0.0019544441036866353    1.1528440694319584
1978      0.989          4.383672207859984e-06    0.0019586983083501883    1.1553534451707048
1980      0.99          4.636791672549016e-06    0.0019632085402903924    1.1580138405916938
1982      0.991          4.883479109907677e-06    0.0019679686756816205    1.160821643508707
1984      0.992          5.123210661003179e-06    0.0019729720205670775    1.1637729054392179
1986      0.993          5.355812262889805e-06    0.0019782115320290247    1.1668634720633708
1988      0.994          5.5817879562177396e-06    0.0019836803321385786    1.170089286381271
1990      0.995          5.802218574021066e-06    0.0019893723354036975    1.1734467588180637
1992      0.996          6.0181713678040564e-06    0.00199528253037461    1.1769329333310878
1994      0.997          6.230266328301664e-06    0.002001406749222663    1.1805453514941675
1996      0.998          6.4387254748263015e-06    0.002007741245124227    1.1842818032142164
1998      0.999          6.6435392777762024e-06    0.0020142823775005283    1.1881401410675034
2000      1.0          6.844501536647466e-06    0.00202102639790774    1.1921181540052574
2002      1.001          7.04116747279988e-06    0.0020279692324124635    1.196213438986148
2004      1.002          7.232833462760118e-06    0.002035106232880243    1.200423254271882
2006      1.003          7.418552845129987e-06    0.0020424319260341885    1.204744371407478
2008      1.004          7.597158766397539e-06    0.002049939781839952    1.2091729386013403
2010      1.005          7.767283976519687e-06    0.0020576220032114106    1.2137043566815218
2012      1.006          7.927517878847923e-06    0.002065469404139094    1.218333207208825
2014      1.007          8.076866550491236e-06    0.0020734715963537636    1.2230533625817697
2016      1.008          8.215179931951547e-06    0.0020816176195949847    1.2278583578054154
2018      1.009          8.342853566909334e-06    0.0020898966363444155    1.2327418002852004
2020      1.01          8.460044821832036e-06    0.0020982980855387854    1.23769746049574
2022      1.011          8.566323405643824e-06    0.0021068112696525235    1.242719028418298
2024      1.012          8.66091993104268e-06    0.0021154248913208672    1.247799840214322
2026      1.013          8.743007037364898e-06    0.002124126854805071    1.2529327611181504
2028      1.014          8.811773336787454e-06    0.002132904244992147    1.258110173049847
2030      1.015          8.86647595467458e-06    0.0021417433696378774    1.2633239995325685
2032      1.016          8.906592223799708e-06    0.002150629903727115    1.2685657908446135
2034      1.017          8.9319662180438e-06    0.002159549182948037    1.2738268971274957
2036      1.018          8.94287548989507e-06    0.0021684866038020065    1.279098704393859
2038      1.019          8.940013710321704e-06    0.002177428048402115    1.2843728850982064
2040      1.02          8.92438427057562e-06    0.002186360247392563    1.2896416122077208
2042      1.021          8.897176779592534e-06    0.0021952710279176477    1.2948977054687028
2044      1.022          8.85960070660286e-06    0.002204149416660745    1.3001346921849175
2046      1.023          8.812677125701771e-06    0.0022129855555768976    1.3053467575118043
2048      1.024          8.757126033100315e-06    0.0022217704571562986    1.310528600096738
2050      1.025          8.693512508185586e-06    0.002230495776426941    1.3156752975930166
2052      1.026          8.622469385924668e-06    0.0022391537673739966    1.3207822809534928
2054      1.027          8.544699985958513e-06    0.002247737352059938    1.3258453752016164
2056      1.028          8.460802963795495e-06    0.002256240103534815    1.3308607893509266
2058      1.029          8.371164958346504e-06    0.002264656087495886    1.335825023006754
2060      1.03          8.275989904350993e-06    0.0022729796649272344    1.3407347499516626
2062      1.031          8.17534100362524e-06    0.002281205330381222    1.3455867227545038
2064      1.032          8.069101233382505e-06    0.002289327551499727    1.3503776781107717
2066      1.033          7.956832861280964e-06    0.002297340518547058    1.3551041891026412
2068      1.034          7.837751308012461e-06    0.002305237810631705    1.35976246831727
2070      1.035          7.710838232066131e-06    0.0023130121054017443    1.364348196608373
2072      1.036          7.57509011363667e-06    0.0023206550695745957    1.3688564585243481
2074      1.037          7.429756225715677e-06    0.0023281574927442716    1.373281821235523
2076      1.038          7.274479730449254e-06    0.002335509610722354    1.3776185252593467
2078      1.039          7.109356565491244e-06    0.0023427015288703243    1.3818607341662619
2080      1.04          6.934874095048634e-06    0.0023497236442005945    1.3860027835592832
2082      1.041          6.751696381588186e-06    0.002356566929438912    1.3900393486304174
2084      1.042          6.560413349700347e-06    0.002363222984304557    1.3939654744086878
2086      1.043          6.36144440708125e-06    0.0023696839131829477    1.3977765036043677
2088      1.044          6.15508226074715e-06    0.0023759421765168626    1.4014679889509367
2090      1.045          5.941480549903312e-06    0.0023819904579221868    1.405035614822268
2092      1.046          5.720608892023062e-06    0.0023878215026431502    1.4084751019441943
2094      1.047          5.492293858354008e-06    0.0023934279540183383    1.4117821109327107
2096      1.048          5.256331835426133e-06    0.00239880226686523    1.414952191203169
2098      1.049          5.012600971545186e-06    0.0024039367332687155    1.4179807961818383
2100      1.05          4.761248782781705e-06    0.002408823658145879    1.420863386864156
2102      1.051          4.502883016227404e-06    0.002413455724045383    1.4235956469944855
2104      1.052          4.238628201567701e-06    0.0024178264796542804    1.4261737712156641
2106      1.053          3.969920298458783e-06    0.002421930753904294    1.4285947093328124
2108      1.054          3.6981041388706853e-06    0.002425764766122959    1.4308562312868454
2110      1.055          3.4241502735300145e-06    0.0024293258933291585    1.4329567898919318
2112      1.056          3.148599122071231e-06    0.00243261226802696    1.4348952835910584
2114      1.057          2.871612099840081e-06    0.002435622373637916    1.4366708178186216
2116      1.058          2.5930974411630514e-06    0.002438354728408417    1.4382825185507198
2118      1.059          2.312973296365144e-06    0.002440807763777181    1.4397294605592692
2120      1.06          2.0314761847490752e-06    0.002442979988517738    1.4410107642327283
2122      1.061          1.7492472473939968e-06    0.00244487035023381    1.44212580880696
2124      1.062          1.4667938056932407e-06    0.002446478370760353    1.4430743122325906
2126      1.063          1.1840314907743047e-06    0.0024478037834085873    1.4438561172011668
2128      1.064          9.006135995740733e-07    0.0024488461059537607    1.4444709392686652
2130      1.065          6.166137140327269e-07    0.002449604719610565    1.4449184134397541
2132      1.066          3.327450865354427e-07    0.0024500793990108486    1.4451984067792751
2134      1.067          5.011066836569527e-08    0.002450270826888299    1.445311322003009
2136      1.068          -2.300461799414215e-07    0.0024501808591325114    1.4452582538218803
2138      1.069          -5.06484004953257e-07    0.0024498125940400637    1.4450410297902458
2140      1.07          -7.780036145348684e-07    0.0024491703502303192    1.444662197279356
2142      1.071          -1.0434131200875328e-06    0.0024482596418630084    1.4441250088592545
2144      1.072          -1.30149928457527e-06    0.0024470871856606766    1.4434334264410225
2146      1.073          -1.5510829221418663e-06    0.0024456608945573185    1.442592117530377
2148      1.074          -1.7911495448863783e-06    0.0024439897783238044    1.441606396610805
2150      1.075          -2.021019409695461e-06    0.0024420836938465135    1.4404820778434706
2152      1.076          -2.2405236938178805e-06    0.0024399529222947566    1.439225225656128
2154      1.077          -2.4501419864061333e-06    0.0024376075894546444    1.4378418128225416
2156      1.078          -2.651101060379035e-06    0.002435056967931252    1.4363373088609999
2158      1.079          -2.845361637954916e-06    0.0024323087365820846    1.4347162432053804
2160      1.08          -3.035191299095759e-06    0.0024293684601135596    1.432981898241083
2162      1.081          -3.222191839937201e-06    0.002426239768544043    1.4311364151627
2164      1.082          -3.4067661015483063e-06    0.0024229252895733005    1.4291813439393943
2166      1.083          -3.5885834181471364e-06    0.002419427614813453    1.42711821325375
2168      1.084          -3.7673029551138227e-06    0.002415749671626822    1.424948749833222
2170      1.085          -3.942687825512904e-06    0.002411894676236509    1.4226748507920435
2172      1.086          -4.1144173463743995e-06    0.0024078661236505653    1.4202985776879218
2174      1.087          -4.281994792051451e-06    0.002403667917581353    1.4178222331559827
2176      1.088          -4.444757125932487e-06    0.0023993045416223595    1.415248461878749
2178      1.089          -4.6019507121238016e-06    0.0023947811877033315    1.4125803263563992
2180      1.09          -4.75285674109542e-06    0.0023901037839767214    1.4098213233558068
2182      1.091          -4.896907908778028e-06    0.0023852789016517856    1.406975328955907
2184      1.092          -5.033709645820218e-06    0.002380313592874486    1.4040465029198947
2186      1.093          -5.163060134336987e-06    0.0023752152079844074    1.4010391809027944
2188      1.094          -5.284810902326762e-06    0.002369991272466076    1.397957801870238
2190      1.095          -5.398724679631066e-06    0.0023646495046750968    1.394806918554365
2192      1.096          -5.504436585351563e-06    0.002359197924042605    1.3915912612790593
2194      1.097          -5.6015019034504965e-06    0.0023536449547982043    1.3883157991417334
2196      1.098          -5.689482518043415e-06    0.002347999462587458    1.3849857616124397
2198      1.099          -5.76776094662502e-06    0.002342270840855123    1.381606689487694
2200      1.1          -5.835260793560218e-06    0.0023364693299850305    1.3781846231376176
2202      1.101          -5.890599611643198e-06    0.0023306063997824283    1.3747263281161257
2204      1.102          -5.932637373016991e-06    0.002324694781290099    1.371239313927912
2206      1.103          -5.960845772808857e-06    0.002318748039717186    1.3677315821171911
2208      1.104          -5.9753703583975175e-06    0.002312779931651584    1.364211247114425
2210      1.105          -5.9770663223206015e-06    0.002306803713311225    1.3606861282029565
2212      1.106          -5.967399641265703e-06    0.0023008314803294313    1.3571633600862631
2214      1.107          -5.947920390415889e-06    0.0022948738203135907    1.3536491879469843
2216      1.108          -5.919762677384263e-06    0.0022889399787796912    1.3501490653246992
2218      1.109          -5.883663019917051e-06    0.0022830382659310405    1.346667894057522
2220      1.11          -5.840201370431898e-06    0.002277176333735866    1.3432101877184808
2222      1.111          -5.790007520532132e-06    0.002271361229290383    1.339780103092138
2224      1.112          -5.733844630197237e-06    0.002265599303215019    1.33638138614139
2226      1.113          -5.672508282704956e-06    0.002259896126758569    1.33301732311071
2228      1.114          -5.606615192108845e-06    0.0022542565650211614    1.3296907837172827
2230      1.115          -5.536507728549574e-06    0.0022486850035608325    1.3264043548166558
2232      1.116          -5.4622358876343195e-06    0.0022431856317527404    1.3231605075443793
2234      1.117          -5.383713709504029e-06    0.0022377626569541715    1.3199617236429027
2236      1.118          -5.301032599770854e-06    0.002232420283799534    1.316810483248563
2238      1.119          -5.2145799285252765e-06    0.0022271624775353858    1.3137091252929112
2240      1.12          -5.124974480823679e-06    0.00222199270033071    1.3106596919632738
2242      1.121          -5.032882578168758e-06    0.0022169137718012133    1.3076638464319257
2244      1.122          -4.938839432194013e-06    0.002211927910796032    1.3047228975043033
2246      1.123          -4.8431524752017465e-06    0.0022070369148423346    1.3018379054657998
2248      1.124          -4.7458504278099655e-06    0.0022022424133908286    1.2990098314606005
2250      1.125          -4.646646980341433e-06    0.002197546164686753    1.2962397126033463
2252      1.126          -4.544972454666329e-06    0.0021929503549692492    1.2935288384642152
2254      1.127          -4.440032666855359e-06    0.002188457852408488    1.2908789008557093
2256      1.128          -4.330843459363691e-06    0.002184072414345378    1.2882921160746141
2258      1.129          -4.216273130152388e-06    0.0021797988560506203    1.2857713244458386
2260      1.13          -4.095072342865667e-06    0.002175643183314111    1.2833200685313062
2262      1.131          -3.965913630981988e-06    0.0021716126903271876    1.2809426508665611
2264      1.132          -3.82745743553309e-06    0.0021677160047939292    1.2786441605700187
2266      1.133          -3.6783961674583456e-06    0.002163963077992434    1.2764304674805336
2268      1.134          -3.51746036365228e-06    0.0021603651497268785    1.2743082014840985
2270      1.135          -3.343432520314278e-06    0.0021569347032848957    1.272284725945103
2272      1.136          -3.155156899743169e-06    0.0021536854085748656    1.270368104165422
2274      1.137          -2.9515663563599244e-06    0.002150632046946814    1.2685670550394375
2276      1.138          -2.7317678910470666e-06    0.0021477903798231106    1.2668908755648332
2278      1.139          -2.495165921551182e-06    0.002145176912916812    1.265349301764948
2280      1.14          -2.2416158273863984e-06    0.002142808522042343    1.2639522879702951
2282      1.141          -1.9716106204925805e-06    0.0021407019088184034    1.2627096857606823
2284      1.142          -1.6863918099333722e-06    0.0021388729076031905    1.261630835155559
2286      1.143          -1.387982416310983e-06    0.0021373357204900684    1.2607241133702556
2288      1.144          -1.079115410135424e-06    0.0021361021715768447    1.2599964949409124
2290      1.145          -7.630243257985736e-07    0.002135181101708878    1.259453194708987
2292      1.146          -4.432423968472718e-07    0.0021345779683475553    1.259097431800564
2294      1.147          -1.2333284115364785e-07    0.0021342946807285544    1.2589303323931713
2296      1.148          1.9333566539000476e-07    0.002134329682140673    1.2589509782485866
2298      1.149          5.037416136372421e-07    0.0021346782207801868    1.2591565664783928
2300      1.15          8.052743980360159e-07    0.002135332728786023    1.259542633120821
2302      1.151          1.0957307858495386e-06    0.0021362832313779655    1.26010329447411
2304      1.152          1.3732797756663706e-06    0.0021375177366587247    1.2608314770242892
2306      1.153          1.636442875262552e-06    0.002139022597984189    1.2617191311920943
2308      1.154          1.8840234452428315e-06    0.0021407828311444414    1.2627574184246564
2310      1.155          2.1150997905890675e-06    0.0021427823927623576    1.2639368754110856
2312      1.156          2.3290279001951556e-06    0.0021450044566077497    1.2652475770685172
2314      1.157          2.525471508795007e-06    0.002147431706312245    1.2666793092022628
2316      1.158          2.7043421566884147e-06    0.0021500466131449862    1.2682217323539695
2318      1.159          2.8656946684634618e-06    0.0021528316315575623    1.269864497145319
2320      1.16          3.009657155736078e-06    0.0021557693074696627    1.2715973081511645
2322      1.161          3.1363790973402273e-06    0.0021588423255962004    1.2734099518158022
2324      1.162          3.2460058953188793e-06    0.0021620335180925297    1.27529230155242
2326      1.163          3.3385965835558303e-06    0.002165325819331968    1.2772342910682677
2328      1.164          3.414055001179325e-06    0.002168702145124335    1.2792258431207715
2330      1.165          3.4720953677794325e-06    0.002172145220308814    1.28125676782184
2332      1.166          3.5122724651859786e-06    0.0021756374042252967    1.2833166596907801
2334      1.167          3.534080677110432e-06    0.002179160580796445    1.2853948328183458
2336      1.168          3.537065042049261e-06    0.002182696153656024    1.2874803179931438
2338      1.169          3.520892441592654e-06    0.0021862251323978453    1.289561913576249
2340      1.17          3.485363501084877e-06    0.002189728260369184    1.291628260881143
2342      1.171          3.4303897626286002e-06    0.0021931861370010405    1.293667916331173
2344      1.172          3.356004460633883e-06    0.002196579334112672    1.2956694200626837
2346      1.173          3.262369771866622e-06    0.0021998885212289225    1.2976213698444217
2348      1.174          3.14982706977281e-06    0.002203094619649742    1.299512511956639
2350      1.175          3.018886195197201e-06    0.0022061789762822265    1.301331843727277
2352      1.176          2.8701719259899797e-06    0.002209123505342821    1.3030686971161116
2354      1.177          2.704407448597936e-06    0.0022119107950301147    1.3047128016365348
2356      1.178          2.52238050902955e-06    0.002214524189008928    1.306254332419575
2358      1.179          2.324917533552564e-06    0.0022169478380302194    1.3076839406623022
2360      1.18          2.112935147552297e-06    0.0022191667643707714    1.3089927916380792
2362      1.181          1.887451726444023e-06    0.00222116695780777    1.3101726213079128
2364      1.182          1.6495558486928386e-06    0.002222935461595339    1.3112157870343824
2366      1.183          1.4003657547189455e-06    0.0022244604223970446    1.3121152970347179
2368      1.184          1.1409742147512435e-06    0.002225731092381782    1.312864811617072
2370      1.185          8.723813762308641e-07    0.002226737770177273    1.3134586083514845
2372      1.186          5.954343044406945e-07    0.002227471678017609    1.313891509604401
2374      1.187          3.107905288328148e-07    0.002227924790434245    1.3141587814907236
2376      1.188          1.8909782327900147e-08    0.002228089640589826    1.3142560196383115
2378      1.189          -2.7993669186501796e-07    0.0022279591271350575    1.3141790352610008
2380      1.19          -5.856460906258698e-07    0.0022275263357438117    1.313923749889699
2382      1.191          -8.982533905874473e-07    0.002226784386003205    1.3134861050593034
2384      1.192          -1.2178954872390345e-06    0.0022257263115642916    1.3128619916146582
2386      1.193          -1.5447859939587237e-06    0.0022243449708236928    1.3120471970254137
2388      1.194          -1.8791985864459882e-06    0.0022226329785334908    1.3110373650455942
2390      1.195          -2.2214451268207995e-06    0.0022205826566768574    1.3098279667372017
2392      1.196          -2.571851474558692e-06    0.0022181860083761674    1.308414285079715
2394      1.197          -2.9307109367913596e-06    0.0022154347271704927    1.3067914204424922
2396      1.198          -3.2983437108072006e-06    0.0022123201998466933    1.3049542922547108
2398      1.199          -3.675062222385665e-06    0.0022088334968800964    1.3028976333667284
2400      1.2          -4.061108929290373e-06    0.0022049654113042595    1.3006160129777147
2402      1.201          -4.4565674670282245e-06    0.0022007065731061    1.29810390411251
2404      1.202          -4.861301612544843e-06    0.002196047638566313    1.2953557953055432
2406      1.203          -5.274931861573601e-06    0.0021909795218292543    1.292366327194132
2408      1.204          -5.696812843936488e-06    0.0021854936494764988    1.289130442680676
2410      1.205          -6.126002892459153e-06    0.0021795822416083013    1.285643552730746
2412      1.206          -6.56123301968287e-06    0.0021732386236522298    1.2819017202958332
2414      1.207          -7.000891933013406e-06    0.002166457561175882    1.2779018578052357
2416      1.208          -7.443038551370967e-06    0.00215923559593369    1.2736419253858846
2418      1.209          -7.885429738201663e-06    0.002151571361788904    1.269121117211382
2420      1.21          -8.325586902841462e-06    0.0021434658534683826    1.26434002002911
2422      1.211          -8.76087273922736e-06    0.002134922623647348    1.259300729412205
2424      1.212          -9.188569437753882e-06    0.002125947902558857    1.2540069203121356
2426      1.213          -9.60598225546605e-06    0.0021165506267122472    1.2484638639985037
2428      1.214          -1.0010545156876195e-05    0.0021067423630060766    1.2426783832964696
2430      1.215          -1.0399899747048506e-05    0.0020965371405541142    1.236658753388003
2432      1.216          -1.0771916195436765e-05    0.0020859512325828704    1.2304145731624436
2434      1.217          -1.1124760025376737e-05    0.0020750028944724642    1.2239566106978688
2436      1.218          -1.1457140600704755e-05    0.0020637119441594236    1.2172965557584177
2438      1.219          -1.1768524937989127e-05    0.002052099111390076    1.2104466359463368
2440      1.22          -1.2058788608695961e-05    0.002040185454616734    1.2034192727536581
2442      1.221          -1.2327389612951238e-05    0.0020279923655059104    1.1962270842214031
2444      1.222          -1.2573058402957514e-05    0.002015542141497956    1.188883222668343
2446      1.223          -1.2794418074020181e-05    0.002002858403259467    1.1814016209285503
2448      1.224          -1.299071744293791e-05    0.0019899658355009876    1.1737968394707041
2450      1.225          -1.3161871811771627e-05    0.001976889540873633    1.166083685288983
2452      1.226          -1.3308272116632098e-05    0.001963654468909431    1.1582768750590795
2454      1.227          -1.3430595537388257e-05    0.0019502850350824209    1.1503908104384242
2456      1.228          -1.352969468849476e-05    0.0019368048899694795    1.142439441903902
2458      1.229          -1.3606570977241961e-05    0.0019232367571366113    1.1344361731278176
2460      1.23          -1.366239663389053e-05    0.0019096022733310451    1.1263937667139614
2462      1.231          -1.3698539283916073e-05    0.0018959218053721414    1.1183242361892833
2464      1.232          -1.3716612552798866e-05    0.0018822142294537833    1.1102387158236926
2466      1.233          -1.3718483840517219e-05    0.0018684966812571252    1.1021473132321145
2468      1.234          -1.3706206509977573e-05    0.0018547843360818784    1.0940589796832203
2470      1.235          -1.3681955466376052e-05    0.0018410902550937015    1.0859814194072512
2472      1.236          -1.3647985472454721e-05    0.0018274252846242857    1.077921030197392
2474      1.237          -1.360649567464251e-05    0.0018137980440507372    1.0698828962603282
2476      1.238          -1.355937444612237e-05    0.001800215108990355    1.061870896275113
2478      1.239          -1.350814146364795e-05    0.0017866813510354698    1.0538879037884072
2480      1.24          -1.3454114176311913e-05    0.0017732002232154894    1.0459359555964878
2482      1.241          -1.3398530437985078e-05    0.0017597739009083402    1.0380163348629594
2484      1.242          -1.3342472786372964e-05    0.0017464033992961618    1.0301296404009102
2486      1.243          -1.3286636386477574e-05    0.001733088844709736    1.022275946727535
2488      1.244          -1.3231205606685434e-05    0.0017198299237131546    1.0144550689602236
2490      1.245          -1.3175885971924157e-05    0.0017066263779238504    1.006666854690007
2492      1.246          -1.3120007257964376e-05    0.0016934784313089061    0.9989114360256129
2494      1.247          -1.306256361003473e-05    0.001680387145874906    0.9911894393998922
2496      1.248          -1.300223644605436e-05    0.001667354745846862    0.9835021767892832
2498      1.249          -1.2937410897628729e-05    0.0016543849221750204    0.975851825329522
2500      1.25          -1.2866241793033055e-05    0.0016414830958296897    0.9682415826221458
2502      1.251          -1.2786745963438914e-05    0.001628656601951454    0.9606757753569306
2504      1.252          -1.2696914064182174e-05    0.0016159147719376436    0.9531599077312343
2506      1.253          -1.2594841240032248e-05    0.001603268894285536    0.9457006383530542
2508      1.254          -1.2478880799642516e-05    0.0015907320332656984    0.9383056732840865
2510      1.255          -1.2347741618927765e-05    0.0015783187220564134    0.9309835850326786
2512      1.256          -1.2200559804755269e-05    0.0015660445713445723    0.9237435816840185
2514      1.257          -1.2036869498491539e-05    0.0015539258566929486    0.9165952635055097
2516      1.258          -1.1856455086461889e-05    0.001541979194400472    0.9095484317504297
2518      1.259          -1.1659163510770966e-05    0.001530221385101855    0.9026129964039522
2520      1.26          -1.1444740126293358e-05    0.0015186694332833236    0.8957989876946538
